,0
DNMT1,1
DNMT3A,1
DOCK1,1
DOCK11,1
DOCK2,1
DOCK3,1
DOK2,1
DOPEY1,1
DOT1L,1
DPH2,1
DPP10,1
DPYD,1
DSCAML1,1
DTD2,1
DTNA,1
DYNC1I1,1
DYSF,1
E2F4,1
E2F8,1
ECI2,1
ECT2L,1
EDAR,1
EDIL3,1
EDNRB,1
EEF1A1,1
EFCAB3,1
EFCAB6,1
EGFR,1
EID3,1
EIF1AX,1
EIF3A,1
EIF4G1,1
ELF3,1
ELF4,1
ELL,1
ENC1,1
EOMES,1
EP300,1
EPAS1,1
EPB41L3,1
EPHA2,1
EPHA3,1
EPHA5,1
EPHA6,1
EPHA7,1
ERBB2,1
ERCC2,1
ESPN,1
ETV1,1
ETV3,1
ETV4,1
ETV5,1
EVC2,1
EVPL,1
EWSR1,1
EXPH5,1
EZH1,1
F13A1,1
F2,1
F5,1
FAAH2,1
FAM109A,1
FAM129B,1
FAM135B,1
FAM162B,1
FAM171A1,1
FAM171B,1
FAM208A,1
FAM208B,1
FAM47A,1
FAM47B,1
FAM65A,1
FAM65B,1
FAM83B,1
FAM90A1,1
FANCM,1
FASN,1
FAT2,1
FAT3,1
FBLN1,1
FBN1,1
FBN2,1
FCGBP,1
FCN1,1
FCRL4,1
FER1L6,1
FFAR2,1
FGD6,1
FGFR2,1
FGFR3,1
FHOD3,1
FILIP1,1
FLG,1
FLG2,1
FLI1,1
FLNC,1
FLT3,1
FMO4,1
FMR1NB,1
FOXA1,1
FOXP1,1
FREM2,1
FRG1,1
FRYL,1
FSHR,1
FSTL5,1
FYCO1,1
FZD9,1
GABRA2,1
GABRA6,1
GAD1,1
GALNT18,1
GARS,1
GAS6,1
GATA3,1
GBF1,1
GBP4,1
GCN1,1
GDPD2,1
GIGYF2,1
GLI2,1
GLI3,1
GLTSCR1L,1
GLYATL2,1
GNA11,1
GNAQ,1
GNAS,1
GOLGA6L2,1
GOLGB1,1
GPC5,1
GPR158,1
GPR179,1
GPR37,1
GPR87,1
GPRC6A,1
GRIA1,1
GRID1,1
GRID2,1
GRIN2A,1
GRIN2B,1
GRM1,1
GRN,1
GTPBP4,1
GTSE1,1
HAS2,1
HCN1,1
HDAC9,1
HEATR5B,1
HECTD1,1
HECTD4,1
HECW1,1
HEPACAM2,1
HGF,1
HHAT,1
HHIPL1,1
HIVEP2,1
HMCN1,1
HNRNPA2B1,1
HNRNPK,1
HNRNPM,1
HRAS,1
HRC,1
HRNR,1
HSD17B11,1
HSPA1L,1
HTT,1
HUWE1,1
HYDIN,1
IARS,1
IDH1,1
IDH2,1
IDUA,1
IFI16,1
IFNW1,1
IGSF3,1
IKZF1,1
IL16,1
IL1R1,1
IL1RAPL1,1
IL1RAPL2,1
IL32,1
IMPG2,1
INHBA,1
INPP4B,1
IQGAP3,1
IRF2,1
IRF5,1
IRS4,1
ITGA5,1
ITGA8,1
ITGAD,1
ITGAE,1
ITGAL,1
ITGB4,1
ITPKB,1
ITPR2,1
JAK2,1
JMY,1
KANK3,1
KANSL1,1
KAT6A,1
KBTBD13,1
KCNA3,1
KCNA5,1
KCNB2,1
KCND2,1
KCNH1,1
KCNH5,1
KCNH6,1
KCNH8,1
KCNJ3,1
KCNMA1,1
KCNT2,1
KCNU1,1
KCNV2,1
KDM5A,1
KDM6A,1
KDM6B,1
KEAP1,1
KHDRBS2,1
KIAA0319,1
KIAA1549,1
KIF13B,1
KIF16B,1
KIF26B,1
KIF3C,1
KIT,1
KLHL1,1
KLHL23,1
KLHL4,1
KLRK1,1
KMT2A,1
KMT2C,1
KMT2D,1
KMT2E,1
KPNA5,1
KRAS,1
KRT20,1
KRT38,1
KRTAP1.3,1
KRTAP1.5,1
KRTAP5.1,1
L1CAM,1
LACTB,1
LAMA2,1
LAMA3,1
LAMA5,1
LAMB1,1
LAMB2,1
LAMC3,1
LATS1,1
LCE2A,1
LCT,1
LGR5,1
LHCGR,1
LILRB1,1
LILRB2,1
LOXHD1,1
LPAR4,1
LRIF1,1
LRIG1,1
LRIG3,1
LRP1,1
LRP1B,1
LRP2,1
LRP4,1
LRP5,1
LRRC37A3,1
LRRC43,1
LRRC4B,1
LRRC66,1
LRRIQ1,1
LRRIQ3,1
LTBP1,1
LTBP2,1
LTBP4,1
LYST,1
MACF1,1
MAFA,1
MAGEB3,1
MAGEC1,1
MAGI2,1
MAGI3,1
MAMLD1,1
MAP2,1
MAP2K7,1
MAP3K1,1
MAP3K4,1
MAPK1,1
MAPK14,1
MAPK4,1
MARK4,1
MAST1,1
MBD6,1
MCF2,1
MDN1,1
MECOM,1
MED1,1
MED12,1
MED23,1
MEFV,1
MEN1,1
MEPCE,1
MET,1
MGAM,1
MKL1,1
MLLT10,1
MLLT4,1
MMP11,1
MMP2,1
MMP3,1
MMRN1,1
MORC4,1
MPDZ,1
MPP2,1
MROH2B,1
MROH8,1
MSH3,1
MSH4,1
MSR1,1
MSS51,1
MTA2,1
MTMR14,1
MTMR8,1
MTUS2,1
MUC12,1
MUC17,1
MUC6,1
MXRA5,1
MYB,1
MYBBP1A,1
MYC,1
MYH11,1
MYH13,1
MYH15,1
MYH2,1
MYH4,1
MYH6,1
MYH7,1
MYH8,1
MYLK,1
MYO3A,1
MYO5A,1
MYO9B,1
MYOM2,1
MYOM3,1
N4BP2,1
NAA25,1
NAALAD2,1
NAB2,1
NALCN,1
NARS2,1
NAV2,1
NAV3,1
NBAS,1
NBEA,1
NBN,1
NBPF1,1
NBPF15,1
NBPF9,1
NCKAP5,1
NCOA2,1
NCOA3,1
NCOR1,1
NCOR2,1
NCR1,1
NDST4,1
NEFH,1
NEGR1,1
NEURL4,1
NF2,1
NFE2L2,1
NFE2L3,1
NFIB,1
NID1,1
NID2,1
NKD1,1
NKX2.2,1
NLRP1,1
NLRP12,1
NLRP6,1
NLRP9,1
NME8,1
NMUR2,1
NOD1,1
NOL9,1
NOS1,1
NOTCH1,1
NOTCH2,1
NOTCH4,1
NOX5,1
NPAP1,1
NPIPA5,1
NPIPB15,1
NPIPB5,1
NPIPB6,1
NPM1,1
NPSR1,1
NR1H3,1
NRAP,1
NRK,1
NRXN1,1
NSD1,1
NTRK1,1
NUCB1,1
NUDT11,1
NUP188,1
NUP210L,1
NUP214,1
NWD1,1
OBP2B,1
OBSCN,1
OCA2,1
OCRL,1
OGDHL,1
OR10H5,1
OR10J1,1
OR11H1,1
OR13D1,1
OR2J2,1
OR2M3,1
OR2M7,1
OR2T2,1
OR2T4,1
OR2T8,1
OR4A16,1
OR4C16,1
OR4C5,1
OR4C6,1
OR4D2,1
OR4D5,1
OR4K13,1
OR4M1,1
OR4Q3,1
OR5D16,1
OR5M11,1
OR5T1,1
OR5T2,1
OR5T3,1
OR6C76,1
OR7G2,1
OR8D1,1
OR8J3,1
OR8K3,1
OTOF,1
OTOGL,1
OTOL1,1
OTOP1,1
OTUD4,1
OXCT1,1
PABPC1,1
PABPC3,1
PAK3,1
PAPPA,1
PAPPA2,1
PARD6B,1
PARK2,1
PASD1,1
PAX5,1
PBRM1,1
PCDH10,1
PCDH11X,1
PCDH18,1
PCDH9,1
PCDHA1,1
PCDHA3,1
PCDHA4,1
PCDHA6,1
PCDHB1,1
PCDHB11,1
PCDHB13,1
PCDHB16,1
PCDHB2,1
PCDHB3,1
PCDHB7,1
PCDHGA3,1
PCDHGB3,1
PCED1A,1
PCF11,1
PCM1,1
PCNT,1
PCSK7,1
PDCD11,1
PDE4C,1
PDGFRB,1
PDK3,1
PEG3,1
PGM2,1
PGM5,1
PGR,1
PHF24,1
PHF6,1
PIK3C3,1
PIK3CA,1
PIK3R3,1
PIM1,1
PKD1L1,1
PKDREJ,1
PKHD1,1
PKHD1L1,1
PLA2G2E,1
PLA2G4A,1
PLCB4,1
PLCE1,1
PLCZ1,1
PLEC,1
PLEKHA7,1
PLEKHG1,1
PLXNB1,1
PLXNB3,1
PML,1
PMS1,1
POLE2,1
POLR3C,1
POM121,1
POSTN,1
POTEC,1
POTEE,1
POTEF,1
POTEH,1
PPARG,1
PPM1D,1
PPP1R26,1
PPP1R3A,1
PPP2R1A,1
PPP2R1B,1
PPP4C,1
PRAMEF11,1
PRB4,1
PRC1,1
PRDM2,1
PRDM9,1
PREX2,1
PRG4,1
PRICKLE2,1
PRKD1,1
PRKDC,1
PRODH2,1
PROS1,1
PROSER1,1
PRPF8,1
PRPS1L1,1
PRSS1,1
PRUNE2,1
PRX,1
PSG1,1
PSG11,1
PSG6,1
PTCHD4,1
PTK2B,1
PTPN11,1
PTPN14,1
PTPRB,1
PTPRC,1
PTPRD,1
PTPRJ,1
PTPRK,1
PTPRS,1
PXDN,1
PXDNL,1
QRICH2,1
R3HCC1L,1
R3HDML,1
RAD54L2,1
RALGAPA1,1
RANBP2,1
RAPGEF2,1
RARA,1
RARG,1
RBM28,1
RBM4,1
RBP3,1
RELN,1
REPIN1,1
RET,1
RFX1,1
RGPD3,1
RGPD4,1
RGPD8,1
RHBDF1,1
RHOA,1
RICTOR,1
RIMBP2,1
RIMS2,1
RINL,1
RIOK1,1
RIT1,1
RNF128,1
RNF149,1
RNF20,1
RNF213,1
RNF31,1
RNF43,1
ROBO1,1
ROBO3,1
RP1,1
RPL14,1
RPL22,1
RPUSD1,1
RRP36,1
RSRC2,1
RTN4RL2,1
RUNX1,1
RUNX1T1,1
RUSC2,1
RXFP3,1
RYBP,1
RYR2,1
RYR3,1
SAGE1,1
SALL1,1
SALL3,1
SAMD11,1
SAMD9,1
SCAF1,1
SCAF8,1
SCN10A,1
SCN11A,1
SCN4A,1
SCN5A,1
SCN7A,1
SCN8A,1
SCN9A,1
SCRIB,1
SDCBP,1
SEL1L3,1
SEMA4F,1
SEMA5A,1
SEMA5B,1
SETD1A,1
SEZ6L2,1
SF3B1,1
SGK223,1
SGSM3,1
SHROOM3,1
SHROOM4,1
SI,1
SIK2,1
SIK3,1
SIPA1L1,1
SLC13A2,1
SLC17A6,1
SLC17A8,1
SLC1A6,1
SLC27A2,1
SLC28A2,1
SLC39A12,1
SLC40A1,1
SLC7A13,1
SLCO5A1,1
SLIT2,1
SLITRK4,1
SLITRK5,1
SMAD2,1
SMAD4,1
SMARCA2,1
SMARCA4,1
SMC1A,1
SMCR8,1
SMG7,1
SNAPC4,1
SNCAIP,1
SNRNP200,1
SNTG1,1
SORBS2,1
SORCS1,1
SORCS3,1
SOWAHA,1
SOX2,1
SOX4,1
SOX9,1
SP8,1
SPAG16,1
SPATA31D1,1
SPEN,1
SPESP1,1
SPG11,1
SPHKAP,1
SPON2,1
SPOP,1
SRC,1
SREBF1,1
SRGAP1,1
SRGAP3,1
SRPX,1
SRRT,1
SSTR4,1
STAB2,1
STAG2,1
STK11,1
STOX1,1
SUFU,1
SUZ12,1
SVEP1,1
SYCP2,1
SYK,1
SYT3,1
SYT8,1
TAB3,1
TAF1L,1
TAF5,1
TAS2R16,1
TATDN2,1
TBC1D25,1
TBCCD1,1
TBX3,1
TBX4,1
TCEB3C,1
TCF12,1
TCHH,1
TDRD1,1
TDRD5,1
TECTA,1
TENM1,1
TENM2,1
TENM3,1
TESK1,1
TET2,1
TET3,1
TEX15,1
TGFBR2,1
TGM1,1
THSD7A,1
THSD7B,1
TIAM2,1
TIGD4,1
TKTL2,1
TLE6,1
TLL1,1
TLR4,1
TMCC1,1
TMEM132D,1
TMEM184A,1
TMEM189,1
TMEM247,1
TMPRSS2,1
TMTC1,1
TNIP1,1
TNN,1
TNR,1
TOB1,1
TOP2A,1
TOP3B,1
TOR3A,1
TP53BP1,1
TP63,1
TPO,1
TPTE2,1
TRERF1,1
TRIM15,1
TRIM46,1
TRIM51,1
TRIML2,1
TRIOBP,1
TRIP12,1
TRO,1
TRPC4,1
TRPM1,1
TRPM4,1
TRPM6,1
TRPV2,1
TSKS,1
TTC14,1
TTC31,1
TUBA3C,1
TULP2,1
TYRO3,1
U2AF1,1
UBASH3A,1
UBR4,1
UBR5,1
UGT2B10,1
UHRF1BP1L,1
UMODL1,1
UNC13C,1
UNC50,1
UNC5B,1
UNC79,1
USH2A,1
USP11,1
USP29,1
USP32,1
USP34,1
USP42,1
USP8,1
VCAN,1
VCP,1
VCX3B,1
VEGFC,1
VHL,1
VIT,1
VN1R2,1
VPS13D,1
VPS52,1
VWA3B,1
WBSCR17,1
WDFY4,1
WDR60,1
WDR81,1
WNK1,1
WNK3,1
WNK4,1
WRN,1
WSCD2,1
WT1,1
WTAP,1
XIRP2,1
XPOT,1
ZAN,1
ZBBX,1
ZBTB16,1
ZBTB18,1
ZBTB20,1
ZBTB22,1
ZBTB7B,1
ZDBF2,1
ZDHHC11,1
ZEB2,1
ZFC3H1,1
ZFP57,1
ZFPM1,1
ZIC4,1
ZMYM1,1
ZMYM3,1
ZNF114,1
ZNF14,1
ZNF208,1
ZNF211,1
ZNF215,1
ZNF236,1
ZNF24,1
ZNF28,1
ZNF281,1
ZNF292,1
ZNF331,1
ZNF335,1
ZNF337,1
ZNF347,1
ZNF384,1
ZNF43,1
ZNF462,1
ZNF486,1
ZNF492,1
ZNF502,1
ZNF517,1
ZNF536,1
ZNF610,1
ZNF628,1
ZNF630,1
ZNF676,1
ZNF687,1
ZNF700,1
ZNF770,1
ZNF777,1
ZNF780A,1
ZNF787,1
ZNF804A,1
ZNF804B,1
ZSCAN1,1
ZSCAN5B,1
ZSWIM8,1
ZXDB,1
ADGRB3.p,1
ANHX.p-LRCOL1.p,1
ANHX.n-LRCOL1.n,1
AP5B1.p,1
C11ORF44.n,1
C14ORF144.n,1
C16ORF47.p,1
C16ORF47.n,1
C20ORF187.p,1
C3ORF84.n,1
C4ORF50.n,1
C8ORF49.p,1
C8ORF49.n,1
C9ORF147.p,1
C9ORF147.n,1
DKFZP434E1119.p,1
FAM215B.n,1
FAM72C.p,1
FAM90A26.n-USP17L15.n-USP17L23.n,1
FKBP1C.n,1
FKSG49.p,1
FKSG49.n,1
GJE1.n,1
GTSCR1.n,1
HIST2H2AA3.p,1
HIST2H3A.p-HIST2H3C.p,1
IFNL4.p,1
IGHA1.n-IGHA2.n-IGHD.n-IGHE.n-IGHG1.n-IGHG2.n-IGHG3.n-IGHG4.n-IGHJ1.n-IGHJ2.n-IGHJ3.n-IGHJ4.n-IGHJ5.n-IGHJ6.n-IGHM.n,1
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1
INAFM2.n,1
ITGB3.p,1
KMT2B.p,1
KMT2B.n,1
LMO7DN.p,1
LMO7DN.n,1
LRRC53.n,1
LYPD8.p,1
MAN1A2.p,1
MAP3K4.p,1
MRLN.p,1
MRLN.n,1
MUC5AC.n,1
MUC8.p,1
MUC8.n,1
MYRFL.p,1
NAMPTP1.p,1
NAMPTP1.n,1
NBPF11.p,1
NBPF15.p,1
NOTCH2.p,1
NPIPB15.p,1
NPIPB15.n,1
NUTM2B.n-NUTM2E.n,1
OR51H1.n,1
OR51J1.n,1
PCAT2.p,1
PRR31.p,1
PRR31.n,1
PSMB1.p,1
RBFADN.n,1
RNF212B.n,1
RNU105B.p,1
RUNDC3A.p,1
SLC25A39.p,1
SLC4A1.p,1
SMIM1.n,1
STMND1.p,1
STMND1.n,1
TDRD15.p,1
THEGL.n,1
TMEM210.p,1
TMEM254.p,1
TMEM254.n,1
TMEM78.p,1
TRABD2B.p,1
TRABD2B.n,1
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1
TRIM49B.p,1
TRIM49B.n,1
TTLL8.p,1
TTLL8.n,1
UBTF.p,1
YWHAE.p,1
ZDHHC11B.p,1
ZNF891.p,1
ZNF891.n,1
ZRSR1.p,1
ZRSR1.n,1
